1.1864, 0.0228
1.2426, 0.0744
1.2685, 0.1275
1.2904, 0.1885
1.3091, 0.2539
1.3260, 0.3246
1.3427, 0.4080
1.3558, 0.4774
1.3665, 0.5421
1.3782, 0.6110
1.3918, 0.6969
1.4000, 0.7713
1.4115, 0.8430
1.4231, 0.9162
1.4289, 0.9747
1.4405, 1.0494
1.4483, 1.1201
1.4636, 1.2035
1.4741, 1.3018
1.4880, 1.3712
1.4955, 1.4368
1.5154, 1.5017
1.5560, 1.5556
1.5948, 1.5077
1.6036, 1.4420
1.6178, 1.3726
1.6310, 1.2928
1.6362, 1.2205
1.6455, 1.1439
1.6589, 1.0689
1.6653, 0.9783
1.6774, 0.9032
1.6882, 0.8192
1.7011, 0.7336
1.7130, 0.6525
1.7254, 0.5740
1.7379, 0.5074
1.7504, 0.4375
1.7625, 0.3732
1.7846, 0.3019
1.8207, 0.2360
1.8823, 0.2337
1.9393, 0.3021
1.9670, 0.3588
1.9903, 0.4244
2.0152, 0.4923
2.0380, 0.5581
2.0629, 0.6334
2.0839, 0.7035
2.1062, 0.7693
2.1285, 0.8358
2.1488, 0.9009
2.1716, 0.9660
2.1942, 1.0253
2.2198, 1.0916
2.2459, 1.1570
2.2848, 1.2252
2.3411, 1.2718
2.4028, 1.2687
2.4642, 1.2297
2.5172, 1.1703
2.5618, 1.1094
2.6063, 1.0485
2.6509, 0.9876
2.7010, 0.9225
2.7596, 0.8583
2.8210, 0.8048
2.8825, 0.7647
2.9441, 0.7471
3.0057, 0.7443
3.0674, 0.7500
3.1291, 0.7658
3.1909, 0.7863
3.2526, 0.8112
3.3144, 0.8471
3.3763, 0.8872
3.4381, 0.9319
3.5000, 0.9781
3.5619, 1.0225
3.6237, 1.0596
3.6855, 1.0867
3.7472, 1.1038
3.8089, 1.1115
3.8706, 1.1115
3.9322, 1.1051
3.9938, 1.0917
4.0554, 1.0786
4.1170, 1.0627
4.1785, 1.0451
4.2401, 1.0267
4.3017, 1.0103
4.3633, 0.9949
4.4249, 0.9813
4.4865, 0.9717
4.5481, 0.9633
4.6097, 0.9593
4.6714, 0.9514
4.7330, 0.9481
4.7947, 0.9475
4.8563, 0.9404
4.9179, 0.9354
4.9795, 0.9298
5.0412, 0.9232
5.1028, 0.9186
5.1644, 0.9113
5.2260, 0.9049
5.2877, 0.9044
5.3494, 0.9038
5.4110, 0.9075
5.4727, 0.9087
5.5344, 0.9122
5.5960, 0.9127
5.6577, 0.9126
5.7194, 0.9173
5.7810, 0.9218
5.8427, 0.9260
5.9044, 0.9302
5.9660, 0.9324
6.0277, 0.9364
6.0894, 0.9364
6.1511, 0.9426
6.1903, 0.9451
